Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Mike Birkbeck,1961,6,0.8,0,5,8,1,2,0,0,0,1,0.25,0.4,0.25,0.65,82,12,19,4.86,85.0,1.524,54,51,0,270.3333333333333,149,"MIL,NYM"
Steve Howe,1958,12,10.3,1,232,27,2,2,0,0,0,2,0.074,0.138,0.074,0.212,-39,47,41,3.03,130.0,1.196,497,0,91,606.0,328,"LAD,MIN,NYY,TEX"
Wayne Twitchell,1948,10,2.3,1,278,260,9,33,0,11,0,8,0.127,0.152,0.158,0.31,-14,48,65,3.98,94.0,1.43,282,133,2,1063.0,789,"MIL,NYM,PHI,SEA,WSN"
Darcy Fast,1947,1,-0.2,0,8,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,5.4,61.0,1.6,8,1,0,10.0,10,CHC
John Briggs,1944,12,24.0,0,1366,4117,601,1041,139,507,64,663,0.253,0.355,0.416,0.771,121,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"MIL,MIN,PHI"
Joe Campbell,1944,1,-0.1,0,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHC
Tom Hilgendorf,1942,6,4.1,0,101,27,0,5,0,5,0,1,0.185,0.207,0.259,0.466,31,19,14,3.04,124.0,1.368,184,6,14,313.6666666666667,173,"CLE,PHI,STL"
Bill Heath,1939,4,0.5,0,112,199,13,47,0,13,1,26,0.236,0.326,0.276,0.602,73,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,CHW,DET,HOU"
Ken MacKenzie,1934,6,-0.8,0,129,36,1,4,0,1,0,0,0.111,0.111,0.111,0.222,-37,8,10,4.8,78.0,1.411,129,1,5,208.33333333333334,142,"ATL,HOU,NYM,SFG,STL"
Bud Thomas,1929,1,0.2,0,14,20,3,7,1,1,2,0,0.35,0.35,0.5,0.85,125,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BAL
Lou Limmer,1925,2,-1.4,0,209,530,66,107,19,62,3,63,0.202,0.285,0.36,0.646,75,0,0,0.0,0.0,0.0,0,0,0,0.0,0,OAK
John Perkovich,1924,1,0.0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,7.2,67.0,1.6,1,0,0,5.0,3,CHW
Johnny Blatnik,1921,3,0.4,0,138,447,59,113,6,46,3,40,0.253,0.317,0.389,0.706,92,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"PHI,STL"
George Elder,1921,1,-0.1,0,41,44,9,11,0,2,0,4,0.25,0.313,0.318,0.631,64,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BAL
James Atkins,1921,2,0.1,0,4,5,0,2,0,0,0,0,0.4,0.4,0.4,0.8,109,0,1,3.6,124.0,1.733,4,1,0,15.0,2,BOS
Tommy Johnson,1917,1,0.1,0,14,15,2,3,0,0,0,1,0.2,0.25,0.267,0.517,35,3,6,5.95,88.0,1.701,12,5,1,42.333333333333336,11,PS
Leo Sanders,1914,3,0.0,0,16,46,3,11,0,3,0,3,0.239,0.286,0.239,0.525,48,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BBB,JRC,KCM,MRS"
Preacher Henry,1911,9,0.0,1,64,129,8,12,0,9,0,13,0.093,0.176,0.124,0.3,-11,19,26,4.77,85.0,1.57,63,50,1,377.6666666666667,202,"IC,JRC"
Roosevelt Tate,1911,2,-0.7,0,41,166,20,33,0,11,5,5,0.199,0.222,0.265,0.487,46,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BBB,BEG,CAG,CT,LVB"
Red Howard,1910,5,1.0,0,51,76,12,20,1,15,2,8,0.263,0.341,0.355,0.697,100,9,14,5.53,77.0,1.52,38,20,4,148.0,78,"BBB,BCA,CAG,JRC,MRS"
Herman Dunlap,1908,2,0.1,1,65,234,35,59,3,20,7,15,0.252,0.3,0.35,0.65,82,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CAG
Art Herring,1906,11,3.2,0,200,208,29,31,0,9,1,15,0.149,0.21,0.197,0.407,9,34,38,4.32,96.0,1.488,199,56,13,697.6666666666666,243,"CHW,DET,LAD,PIT"
Frank Loftus,1898,1,-0.1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,9.0,60.0,5.0,1,0,0,1.0,0,MIN
Russ Ennis,1897,1,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Jake Propst,1895,1,0.0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,MIN
Fred Johnson,1894,4,0.3,0,27,39,2,6,0,3,0,0,0.154,0.154,0.154,0.308,-22,5,10,5.26,89.0,1.602,27,12,3,118.0,39,"BAL,SFG"
Jack Wieneke,1894,1,-0.6,0,10,9,0,1,0,0,0,0,0.111,0.111,0.111,0.222,-43,0,1,8.17,52.0,2.211,10,3,0,25.333333333333332,10,CHW
Emil Huhn,1892,3,-2.4,0,184,560,40,128,1,47,14,32,0.229,0.273,0.291,0.564,71,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CIN,NEW"
Pete Fahrer,1890,1,0.1,0,5,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,1.13,277.0,1.5,5,0,0,8.0,2,CIN
Jack Mercer,1889,1,0.1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,2.0,1,0,0,1.0,1,PIT
Jim Curry,1886,3,-0.2,0,10,35,5,8,0,3,0,1,0.229,0.27,0.257,0.527,56,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"DET,NYY,OAK"
Glenn Liebhardt,1883,4,5.6,0,90,190,13,28,0,11,0,8,0.147,0.182,0.2,0.382,22,36,35,2.17,113.0,1.185,90,66,2,612.6666666666666,280,CLE
Judge Nagle,1880,1,0.2,0,13,17,1,2,0,2,0,0,0.118,0.118,0.118,0.235,-35,5,3,3.48,98.0,1.325,13,4,1,54.333333333333336,23,"BOS,PIT"
Jack Lundbom,1877,1,-1.1,0,8,15,2,4,0,1,0,0,0.267,0.267,0.333,0.6,68,1,1,6.62,52.0,1.882,8,3,0,34.0,7,CLE
John Godwin,1877,2,-1.1,0,81,236,15,50,0,25,9,9,0.212,0.253,0.233,0.486,53,0,0,0.0,0.0,0.0,0,0,0,0.0,0,BOS
Gene DeMontreville,1873,11,14.9,0,922,3615,537,1096,17,497,228,174,0.303,0.34,0.373,0.712,97,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"ATL,BAL,BLO,CHC,LAD,MIN,PIT,WAS"
John Kelty,1871,1,-0.2,0,59,207,24,49,1,27,10,22,0.237,0.322,0.319,0.641,96,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PIT
Frank Bird,1869,1,0.0,0,17,50,9,10,1,1,2,6,0.2,0.286,0.36,0.646,91,0,0,0.0,0.0,0.0,0,0,0,0.0,0,STL
Theodore Conover,1868,1,-0.2,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,13.5,35.0,3.0,1,0,1,2.0,1,CIN
Lew Whistler,1868,4,2.6,0,272,1014,150,247,12,133,39,100,0.244,0.318,0.363,0.681,104,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BLO,LOU,SFG,STL"
Mike Shea,1867,1,-0.6,0,2,8,1,2,0,0,0,1,0.25,0.333,0.25,0.583,62,1,1,7.02,63.0,2.16,2,2,0,16.666666666666668,0,CIN
Dad Lytle,1862,1,-0.5,0,16,59,3,8,0,0,0,8,0.136,0.239,0.153,0.391,20,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CHC,PIT"
Mike Sullivan,1860,1,0.2,0,28,112,20,31,1,19,10,3,0.277,0.296,0.455,0.751,141,0,0,0.0,0.0,0.0,0,0,0,0.0,0,PHA
Charlie Fisher,1852,1,-0.1,0,11,43,4,10,0,0,0,1,0.233,0.25,0.279,0.529,86,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"CPI,KCU"
