Name,Born,Years,WAR,ASG,G_bat,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,W,L,ERA,ERA+,WHIP,G_pit,GS,SV,IP,SO,Franchises
Stan Williams,1936,14,22.2,2,483,502,28,59,5,31,0,27,0.118,0.166,0.163,0.329,-9,109,94,3.48,108.0,1.289,482,208,42,1764.3333333333333,1305,"BOS,CLE,LAD,MIN,NYY,STL"
Bob Perry,1934,2,0.5,0,131,387,35,103,6,30,2,23,0.266,0.31,0.362,0.672,94,0,0,0.0,0.0,0.0,0,0,0,0.0,0,ANA
Fred Green,1933,5,1.9,0,88,17,3,3,2,2,0,1,0.177,0.222,0.529,0.752,96,9,7,3.48,111.0,1.44,88,1,4,142.33333333333334,77,"PIT,TEX"
Don Williams,1931,3,-0.4,0,11,4,0,1,0,0,0,0,0.25,0.25,0.75,1.0,155,0,0,7.2,58.0,1.65,11,0,0,20.0,7,"OAK,PIT"
Dave Hillman,1927,8,5.9,0,197,163,9,16,0,6,0,15,0.098,0.179,0.11,0.289,-20,21,37,3.87,103.0,1.321,188,64,3,624.0,296,"BOS,CHC,CIN,NYM"
Jim Fanning,1927,4,-1.0,0,64,141,5,24,0,5,0,6,0.17,0.21,0.184,0.394,7,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHC
Jerry Coleman,1924,9,6.5,1,723,2119,267,558,16,217,22,235,0.263,0.34,0.339,0.68,83,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NYY
Martin Crue,1919,6,-0.3,0,42,63,4,14,0,1,0,2,0.222,0.246,0.254,0.5,38,6,12,5.27,81.0,1.574,42,17,4,169.0,85,"NBY,NYC"
John Douglas,1917,1,-0.3,0,5,9,0,0,0,0,0,2,0.0,0.182,0.0,0.182,-47,0,0,0.0,0.0,0.0,0,0,0,0.0,0,LAD
Icehouse Wilson,1912,1,0.0,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,DET
John Bottarini,1908,1,0.2,0,26,40,3,11,1,7,0,5,0.275,0.37,0.425,0.795,112,0,0,0.0,0.0,0.0,0,0,0,0.0,0,CHC
Willie Burnham,1907,1,0.4,0,2,1,0,1,0,1,0,0,1.0,1.0,1.0,2.0,527,0,0,0.0,0.0,0.429,2,0,1,4.666666666666667,0,MRM
Gordon Zeigler,1899,1,-0.1,0,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,4.5,102.0,1.5,1,0,1,2.0,1,DS
Ben Glaspy,1895,1,0.0,0,1,3,1,1,0,1,0,1,0.333,0.5,0.333,0.833,119,0,0,0.0,0.0,0.0,0,0,0,0.0,0,DYM
Nick Allen,1888,6,-0.2,0,216,500,41,116,0,36,8,33,0.232,0.288,0.278,0.566,66,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BFL,CHC,CIN"
Reggie Richter,1888,1,-0.3,0,22,10,1,1,0,1,0,0,0.1,0.1,0.1,0.2,-44,1,3,3.13,106.0,1.5,22,5,2,54.666666666666664,34,CHC
Willie Hogan,1884,2,0.4,0,238,822,86,194,3,100,35,77,0.236,0.304,0.305,0.609,75,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BAL,OAK"
Andy O'Connor,1884,1,-0.4,0,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,1,10.13,26.0,2.75,1,1,0,8.0,5,NYY
Bunny Madden,1882,3,0.0,0,56,143,10,41,0,11,0,5,0.287,0.315,0.343,0.658,91,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"BOS,PHI"
Phil Cooney,1882,1,-0.1,0,1,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0,0,0.0,0.0,0.0,0,0,0,0.0,0,NYY
Jack Dunleavy,1879,3,0.6,0,231,800,98,193,2,49,33,84,0.241,0.318,0.306,0.624,89,7,12,4.18,73.0,1.554,21,18,0,157.0,79,STL
Kid Nichols HOF,1869,15,116.3,0,650,2090,273,472,16,278,19,137,0.226,0.277,0.3,0.577,55,362,208,2.96,139.0,1.224,621,562,16,5067.333333333333,1881,"ATL,PHI,STL"
Doc Leitner,1865,1,-1.1,0,8,27,3,4,0,0,1,0,0.148,0.148,0.148,0.296,-16,2,6,5.68,73.0,1.692,8,8,0,65.0,27,IND
Jake Goodman,1853,2,0.5,0,70,293,33,75,1,27,0,9,0.256,0.278,0.321,0.599,92,0,0,0.0,0.0,0.0,0,0,0,0.0,0,"MLG,PIT"
Harry Luff,1852,4,-2.8,0,106,450,42,111,2,27,3,7,0.247,0.258,0.331,0.589,103,1,6,3.28,65.0,1.471,10,7,0,68.66666666666667,5,"CIN,DTN,KCU,LOU,NHV,PHK"
